gender,age,marital_status,highest_qualification,nationality,ethnicity,region,avg_salary,smoke
Female,71,Married,GCSE/O Level,British,White,Midlands & East Anglia,13000.0,No
Male,29,Single,Higher/Sub Degree,British,White,Midlands & East Anglia,18200.0,No
Female,66,Married,No Qualification,British,White,Midlands & East Anglia,18200.0,No
Male,75,Married,Other/Sub Degree,English,White,Midlands & East Anglia,24700.0,No
Female,45,Divorced,Degree,British,White,Midlands & East Anglia,32500.0,No
Female,69,Married,No Qualification,English,White,Midlands & East Anglia,1300.0,No
Female,49,Divorced,Degree,British,White,Midlands & East Anglia,18200.0,No
Male,63,Married,No Qualification,English,White,Midlands & East Anglia,18200.0,No
Male,61,Married,Other/Sub Degree,English,White,Midlands & East Anglia,7800.0,No
Female,55,Married,Higher/Sub Degree,English,White,Midlands & East Anglia,3900.0,No
Male,57,Married,Higher/Sub Degree,British,White,Midlands & East Anglia,13000.0,No
Female,60,Married,Degree,English,White,Midlands & East Anglia,3900.0,No
Male,58,Married,GCSE/O Level,English,White,Midlands & East Anglia,24700.0,No
Female,76,Widowed,No Qualification,English,White,Midlands & East Anglia,7800.0,Yes
Male,29,Single,Higher/Sub Degree,British,White,Midlands & East Anglia,24700.0,Yes
Female,50,Married,GCSE/O Level,English,White,Midlands & East Anglia,7800.0,No
Male,40,Married,GCSE/O Level,English,White,Midlands & East Anglia,0.0,No
Female,34,Married,Higher/Sub Degree,British,White,Midlands & East Anglia,7800.0,No
Female,77,Widowed,No Qualification,Irish,White,Midlands & East Anglia,3900.0,No
Male,47,Married,Degree,British,White,Midlands & East Anglia,18200.0,No
Female,68,Married,No Qualification,British,White,Midlands & East Anglia,1300.0,No
Male,31,Married,Higher/Sub Degree,English,White,Midlands & East Anglia,18200.0,No
Male,41,Married,Degree,British,Asian,Midlands & East Anglia,24700.0,No
Female,55,Married,Higher/Sub Degree,British,White,Midlands & East Anglia,7800.0,Yes
Male,66,Married,A Levels,British,Asian,Midlands & East Anglia,7800.0,No
Female,80,Married,No Qualification,British,White,Midlands & East Anglia,1300.0,No
Female,45,Married,Degree,British,Asian,Midlands & East Anglia,3900.0,No
Male,63,Married,Degree,English,White,Midlands & East Anglia,18200.0,No
Male,62,Married,Degree,Scottish,White,Midlands & East Anglia,24700.0,No
Female,49,Married,No Qualification,English,White,Midlands & East Anglia,13000.0,No
Male,33,Married,ONC/BTEC,English,White,Midlands & East Anglia,13000.0,No
Female,16,Single,GCSE/O Level,English,White,Midlands & East Anglia,0.0,No
Male,58,Married,Degree,British,White,Midlands & East Anglia,18200.0,No
Female,33,Separated,ONC/BTEC,English,White,Midlands & East Anglia,7800.0,No
Male,65,Married,Degree,British,White,Midlands & East Anglia,32500.0,No
Female,39,Single,Degree,Irish,White,Midlands & East Anglia,24700.0,No
Female,57,Married,Higher/Sub Degree,British,White,Midlands & East Anglia,18200.0,Yes
Female,31,Married,A Levels,British,White,Midlands & East Anglia,3900.0,No
Male,79,Married,No Qualification,British,White,Midlands & East Anglia,13000.0,No
Female,16,Single,GCSE/CSE,British,White,Midlands & East Anglia,1300.0,Yes
Female,54,Married,No Qualification,British,White,Midlands & East Anglia,13000.0,No
Female,37,Divorced,GCSE/O Level,English,White,Midlands & East Anglia,13000.0,Yes
Female,87,Widowed,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Male,32,Single,Degree,English,White,Midlands & East Anglia,3900.0,No
Male,72,Married,No Qualification,British,White,Midlands & East Anglia,7800.0,No
Male,20,Married,GCSE/O Level,English,Mixed,Midlands & East Anglia,13000.0,Yes
Male,77,Married,No Qualification,English,White,Midlands & East Anglia,3900.0,No
Female,63,Married,No Qualification,English,White,Midlands & East Anglia,1300.0,No
Male,56,Married,No Qualification,English,White,Midlands & East Anglia,13000.0,No
Male,34,Single,GCSE/O Level,British,White,Midlands & East Anglia,18200.0,Yes
Female,24,Married,A Levels,English,White,Midlands & East Anglia,24700.0,No
Female,42,Single,GCSE/O Level,British,White,Midlands & East Anglia,18200.0,Yes
Male,71,Married,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Female,48,Married,GCSE/O Level,English,White,Midlands & East Anglia,18200.0,No
Male,38,Separated,ONC/BTEC,British,White,Midlands & East Anglia,32500.0,No
Female,55,Divorced,A Levels,English,White,Midlands & East Anglia,1300.0,No
Male,50,Married,GCSE/CSE,English,White,Midlands & East Anglia,24700.0,No
Male,30,Single,ONC/BTEC,English,White,Midlands & East Anglia,24700.0,No
Female,72,Married,No Qualification,English,White,Midlands & East Anglia,13000.0,No
Male,59,Married,Other/Sub Degree,English,White,Midlands & East Anglia,18200.0,No
Female,68,Married,Higher/Sub Degree,English,White,Midlands & East Anglia,18200.0,No
Male,48,Married,No Qualification,British,White,Midlands & East Anglia,24700.0,No
Male,42,Widowed,GCSE/O Level,English,White,Midlands & East Anglia,18200.0,No
Female,72,Divorced,Other/Sub Degree,English,White,Midlands & East Anglia,3900.0,No
Male,54,Married,Other/Sub Degree,English,White,Midlands & East Anglia,0.0,No
Female,53,Divorced,GCSE/O Level,English,White,Midlands & East Anglia,0.0,Yes
Female,86,Married,No Qualification,English,White,Midlands & East Anglia,1300.0,No
Female,57,Divorced,No Qualification,English,White,Midlands & East Anglia,7800.0,Yes
Female,30,Single,Degree,British,Chinese,Midlands & East Anglia,18200.0,No
Male,35,Single,No Qualification,Other,White,Midlands & East Anglia,0.0,Yes
Female,25,Separated,GCSE/O Level,English,White,Midlands & East Anglia,13000.0,Yes
Male,67,Married,Other/Sub Degree,British,White,Midlands & East Anglia,7800.0,No
Female,33,Divorced,GCSE/O Level,English,White,Midlands & East Anglia,32500.0,No
Female,51,Married,No Qualification,English,White,Midlands & East Anglia,7800.0,Yes
Female,54,Married,No Qualification,English,White,Midlands & East Anglia,24700.0,No
Male,86,Married,No Qualification,English,White,Midlands & East Anglia,0.0,No
Female,69,Married,No Qualification,British,White,Midlands & East Anglia,1300.0,No
Female,23,Married,Higher/Sub Degree,English,White,Midlands & East Anglia,7800.0,No
Female,33,Single,Degree,English,White,Midlands & East Anglia,18200.0,Yes
Male,79,Married,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Male,21,Single,A Levels,English,White,Midlands & East Anglia,7800.0,No
Female,37,Divorced,GCSE/O Level,British,White,Midlands & East Anglia,3900.0,No
Male,40,Married,GCSE/O Level,English,White,Midlands & East Anglia,7800.0,Yes
Male,79,Single,No Qualification,English,White,Midlands & East Anglia,0.0,No
Female,34,Divorced,Higher/Sub Degree,English,White,Midlands & East Anglia,7800.0,Yes
Male,28,Single,GCSE/O Level,English,White,Midlands & East Anglia,13000.0,Yes
Female,44,Married,No Qualification,English,White,Midlands & East Anglia,3900.0,Yes
Female,64,Married,GCSE/O Level,English,White,Midlands & East Anglia,3900.0,No
Female,51,Separated,No Qualification,English,White,Midlands & East Anglia,13000.0,No
Male,21,Single,ONC/BTEC,English,White,Midlands & East Anglia,13000.0,Yes
Male,40,Single,GCSE/O Level,English,White,Midlands & East Anglia,3900.0,Yes
Female,42,Single,GCSE/O Level,British,White,Midlands & East Anglia,7800.0,No
Female,47,Divorced,No Qualification,British,White,Midlands & East Anglia,7800.0,No
Male,73,Widowed,Other/Sub Degree,English,White,Midlands & East Anglia,7800.0,No
Female,18,Single,Higher/Sub Degree,British,White,Midlands & East Anglia,3900.0,Yes
Male,24,Single,GCSE/O Level,British,White,Midlands & East Anglia,13000.0,No
Female,69,Widowed,GCSE/O Level,British,White,Midlands & East Anglia,7800.0,No
Female,61,Married,No Qualification,English,White,Midlands & East Anglia,3900.0,No
Female,83,Single,No Qualification,Refused,Refused,Midlands & East Anglia,0.0,No
Female,80,Widowed,No Qualification,English,White,Midlands & East Anglia,3900.0,No
Female,80,Married,No Qualification,English,White,Midlands & East Anglia,1300.0,No
Female,26,Single,GCSE/O Level,English,White,Midlands & East Anglia,7800.0,No
Female,34,Separated,GCSE/O Level,British,White,Midlands & East Anglia,13000.0,No
Male,34,Married,Degree,British,White,Midlands & East Anglia,32500.0,No
Female,39,Single,GCSE/O Level,English,White,Midlands & East Anglia,18200.0,Yes
Male,33,Married,Other/Sub Degree,English,White,Midlands & East Anglia,7800.0,Yes
Male,36,Married,GCSE/O Level,English,White,Midlands & East Anglia,18200.0,No
Female,39,Divorced,No Qualification,British,White,Midlands & East Anglia,13000.0,No
Male,35,Married,GCSE/O Level,English,White,Midlands & East Anglia,18200.0,Yes
Female,89,Widowed,No Qualification,British,White,Midlands & East Anglia,3900.0,No
Female,23,Married,Degree,British,Asian,Midlands & East Anglia,7800.0,Yes
Female,32,Divorced,GCSE/O Level,English,Asian,Midlands & East Anglia,13000.0,No
Male,32,Married,No Qualification,Other,Asian,Midlands & East Anglia,7800.0,Yes
Male,35,Married,GCSE/O Level,British,Asian,Midlands & East Anglia,3900.0,Yes
Female,18,Single,A Levels,British,White,Midlands & East Anglia,7800.0,No
Male,44,Divorced,Degree,English,White,Midlands & East Anglia,18200.0,No
Female,75,Married,GCSE/CSE,Other,White,Midlands & East Anglia,7800.0,No
Female,65,Married,GCSE/O Level,English,White,Midlands & East Anglia,1300.0,No
Female,54,Married,ONC/BTEC,British,White,Midlands & East Anglia,24700.0,No
Male,32,Married,GCSE/O Level,English,White,Midlands & East Anglia,32500.0,No
Female,57,Married,Higher/Sub Degree,British,White,Midlands & East Anglia,3900.0,No
Female,50,Married,Other/Sub Degree,British,White,Midlands & East Anglia,13000.0,Yes
Female,58,Married,Other/Sub Degree,English,White,Midlands & East Anglia,3900.0,No
Female,30,Married,Degree,English,White,Midlands & East Anglia,7800.0,No
Female,57,Married,Higher/Sub Degree,English,White,Midlands & East Anglia,18200.0,No
Female,60,Married,No Qualification,English,White,Midlands & East Anglia,3900.0,Yes
Female,78,Separated,No Qualification,English,White,Midlands & East Anglia,3900.0,No
Female,44,Married,No Qualification,English,White,Midlands & East Anglia,13000.0,Yes
Male,32,Single,ONC/BTEC,British,White,Midlands & East Anglia,18200.0,Yes
Female,56,Separated,Higher/Sub Degree,English,White,Midlands & East Anglia,32500.0,No
Male,51,Married,Other/Sub Degree,Scottish,White,Midlands & East Anglia,18200.0,No
Male,71,Married,Other/Sub Degree,British,Black,Midlands & East Anglia,7800.0,No
Female,74,Widowed,Other/Sub Degree,English,White,Midlands & East Anglia,3900.0,No
Female,56,Single,Degree,English,White,Midlands & East Anglia,18200.0,Yes
Female,80,Widowed,No Qualification,English,White,Midlands & East Anglia,1300.0,No
Female,51,Married,ONC/BTEC,English,White,Midlands & East Anglia,18200.0,No
Female,53,Widowed,GCSE/O Level,English,White,Midlands & East Anglia,13000.0,No
Male,80,Married,No Qualification,English,White,Midlands & East Anglia,24700.0,No
Male,42,Married,Degree,British,White,Midlands & East Anglia,24700.0,Yes
Female,82,Widowed,Other/Sub Degree,English,White,Midlands & East Anglia,13000.0,No
Male,58,Married,A Levels,British,White,Midlands & East Anglia,7800.0,No
Female,78,Married,Degree,English,White,Midlands & East Anglia,13000.0,No
Male,61,Married,No Qualification,English,White,Midlands & East Anglia,24700.0,Yes
Female,49,Single,No Qualification,British,White,Midlands & East Anglia,13000.0,Yes
Female,51,Divorced,GCSE/CSE,English,White,Midlands & East Anglia,13000.0,No
Male,48,Married,Other/Sub Degree,English,White,Midlands & East Anglia,13000.0,No
Female,37,Married,GCSE/O Level,English,White,Midlands & East Anglia,13000.0,No
Male,51,Married,GCSE/CSE,British,Asian,Midlands & East Anglia,13000.0,Yes
Male,55,Married,GCSE/O Level,English,White,Midlands & East Anglia,13000.0,No
Female,48,Married,No Qualification,English,White,Midlands & East Anglia,13000.0,No
Female,82,Widowed,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Female,56,Married,No Qualification,English,White,Midlands & East Anglia,3900.0,No
Female,71,Widowed,GCSE/O Level,English,White,Midlands & East Anglia,7800.0,No
Male,30,Single,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Female,73,Widowed,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Female,35,Married,GCSE/O Level,English,White,Midlands & East Anglia,1300.0,Yes
Male,79,Married,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Male,75,Widowed,No Qualification,English,White,Midlands & East Anglia,7800.0,Yes
Female,49,Married,ONC/BTEC,English,White,Midlands & East Anglia,7800.0,No
Female,74,Married,No Qualification,English,White,Midlands & East Anglia,1300.0,No
Male,33,Married,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Female,81,Widowed,No Qualification,English,White,Midlands & East Anglia,3900.0,No
Female,63,Married,No Qualification,English,White,Midlands & East Anglia,3900.0,No
Female,78,Widowed,No Qualification,English,White,Midlands & East Anglia,3900.0,No
Male,68,Widowed,No Qualification,English,White,Midlands & East Anglia,7800.0,Yes
Male,73,Married,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Female,34,Married,A Levels,English,White,Midlands & East Anglia,18200.0,No
Female,36,Divorced,No Qualification,English,White,Midlands & East Anglia,13000.0,Yes
Female,16,Single,No Qualification,English,White,Midlands & East Anglia,1300.0,No
Male,72,Widowed,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Female,66,Married,Higher/Sub Degree,English,White,Midlands & East Anglia,7800.0,No
Female,41,Married,No Qualification,English,White,Midlands & East Anglia,13000.0,No
Female,49,Married,Other/Sub Degree,English,White,Midlands & East Anglia,13000.0,Yes
Male,42,Single,No Qualification,British,White,Midlands & East Anglia,24700.0,No
Female,54,Separated,GCSE/CSE,English,White,Midlands & East Anglia,13000.0,No
Male,70,Married,Higher/Sub Degree,British,White,Midlands & East Anglia,13000.0,No
Female,29,Married,GCSE/CSE,British,Asian,Midlands & East Anglia,24700.0,No
Male,43,Married,No Qualification,British,Asian,Midlands & East Anglia,0.0,Yes
Female,19,Single,A Levels,Refused,Chinese,Midlands & East Anglia,0.0,No
Male,44,Married,Higher/Sub Degree,English,White,Midlands & East Anglia,32500.0,No
Male,27,Single,Degree,English,White,Midlands & East Anglia,24700.0,Yes
Male,68,Married,No Qualification,English,White,Midlands & East Anglia,24700.0,No
Female,80,Widowed,GCSE/O Level,English,White,Midlands & East Anglia,18200.0,No
Male,85,Widowed,No Qualification,English,White,Midlands & East Anglia,13000.0,No
Male,65,Married,No Qualification,English,White,Midlands & East Anglia,3900.0,No
Female,88,Widowed,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Female,76,Widowed,No Qualification,English,White,Midlands & East Anglia,0.0,No
Male,81,Married,GCSE/O Level,English,White,Midlands & East Anglia,7800.0,No
Female,44,Separated,Degree,British,White,Midlands & East Anglia,7800.0,Yes
Female,34,Married,Other/Sub Degree,English,White,Midlands & East Anglia,13000.0,No
Female,55,Married,Higher/Sub Degree,English,White,Midlands & East Anglia,3900.0,No
Male,77,Widowed,No Qualification,English,White,Midlands & East Anglia,0.0,No
Female,33,Married,Degree,Refused,Chinese,Midlands & East Anglia,0.0,No
Male,82,Single,No Qualification,British,White,Midlands & East Anglia,7800.0,No
Female,77,Widowed,Higher/Sub Degree,English,White,Midlands & East Anglia,7800.0,No
Male,19,Single,GCSE/O Level,English,White,Midlands & East Anglia,7800.0,No
Female,70,Widowed,Other/Sub Degree,British,White,Midlands & East Anglia,0.0,No
Female,74,Widowed,No Qualification,British,White,Midlands & East Anglia,7800.0,No
Female,57,Married,Other/Sub Degree,British,White,Midlands & East Anglia,3900.0,No
Female,44,Divorced,GCSE/CSE,English,White,Midlands & East Anglia,13000.0,No
Female,38,Single,Degree,British,White,Midlands & East Anglia,0.0,No
Male,43,Married,Degree,British,White,Midlands & East Anglia,18200.0,No
Female,57,Separated,No Qualification,Welsh,White,Midlands & East Anglia,3900.0,No
Female,54,Divorced,GCSE/O Level,Unknown,Chinese,Midlands & East Anglia,3900.0,Yes
Male,17,Single,GCSE/O Level,English,White,Midlands & East Anglia,3900.0,No
Male,60,Married,No Qualification,British,White,Midlands & East Anglia,13000.0,No
Female,50,Married,No Qualification,British,White,Midlands & East Anglia,1300.0,No
Female,24,Single,GCSE/CSE,British,White,Midlands & East Anglia,13000.0,Yes
Female,78,Widowed,No Qualification,British,White,Midlands & East Anglia,3900.0,No
Male,60,Single,Other/Sub Degree,English,White,Midlands & East Anglia,7800.0,No
Female,85,Widowed,Other/Sub Degree,English,White,Midlands & East Anglia,7800.0,Yes
Male,59,Married,No Qualification,English,White,Midlands & East Anglia,13000.0,No
Male,65,Married,Degree,English,White,Midlands & East Anglia,18200.0,No
Female,55,Married,Other/Sub Degree,English,White,Midlands & East Anglia,0.0,No
Female,32,Married,ONC/BTEC,British,White,Midlands & East Anglia,18200.0,No
Male,41,Single,Higher/Sub Degree,English,Mixed,Midlands & East Anglia,1300.0,No
Female,31,Single,Higher/Sub Degree,British,White,Midlands & East Anglia,13000.0,No
Male,45,Married,No Qualification,English,White,Midlands & East Anglia,7800.0,Yes
Female,30,Single,Degree,British,White,Midlands & East Anglia,24700.0,No
Female,19,Single,A Levels,English,White,Midlands & East Anglia,3900.0,No
Female,76,Widowed,GCSE/O Level,British,White,Midlands & East Anglia,7800.0,No
Male,73,Married,No Qualification,British,White,Midlands & East Anglia,13000.0,No
Male,19,Single,GCSE/O Level,English,White,Midlands & East Anglia,0.0,Yes
Male,34,Married,Degree,English,White,Midlands & East Anglia,32500.0,No
Female,59,Married,No Qualification,British,White,Midlands & East Anglia,7800.0,No
Female,22,Single,GCSE/CSE,English,White,Midlands & East Anglia,7800.0,Yes
Female,27,Single,Degree,British,White,Midlands & East Anglia,13000.0,No
Female,45,Married,A Levels,British,White,Midlands & East Anglia,18200.0,No
Female,69,Widowed,Other/Sub Degree,Other,White,Midlands & East Anglia,13000.0,No
Male,76,Married,Degree,Other,White,Midlands & East Anglia,18200.0,No
Female,54,Married,Degree,British,White,Midlands & East Anglia,32500.0,No
Male,72,Married,Degree,British,White,Midlands & East Anglia,7800.0,No
Female,89,Widowed,No Qualification,English,White,Midlands & East Anglia,3900.0,No
Female,78,Widowed,No Qualification,Refused,Refused,Midlands & East Anglia,0.0,Yes
Female,60,Married,GCSE/O Level,English,White,Midlands & East Anglia,0.0,No
Female,39,Married,A Levels,British,White,Midlands & East Anglia,13000.0,No
Male,28,Single,GCSE/O Level,British,White,Midlands & East Anglia,7800.0,Yes
Male,23,Single,GCSE/CSE,English,White,Midlands & East Anglia,1300.0,Yes
Male,26,Single,A Levels,British,White,Midlands & East Anglia,13000.0,No
Female,52,Married,Other/Sub Degree,English,White,Midlands & East Anglia,7800.0,No
Female,54,Married,Other/Sub Degree,English,White,Midlands & East Anglia,13000.0,No
Male,20,Single,A Levels,British,White,Midlands & East Anglia,13000.0,Yes
Female,59,Married,Other/Sub Degree,English,White,Midlands & East Anglia,0.0,No
Male,30,Married,ONC/BTEC,British,White,Midlands & East Anglia,18200.0,No
Male,41,Married,GCSE/O Level,Scottish,White,Midlands & East Anglia,13000.0,No
Female,26,Single,GCSE/O Level,English,White,Midlands & East Anglia,13000.0,No
Female,27,Married,GCSE/O Level,Welsh,White,Midlands & East Anglia,3900.0,No
Male,49,Married,No Qualification,Refused,Refused,Midlands & East Anglia,0.0,Yes
Male,29,Single,ONC/BTEC,English,White,Midlands & East Anglia,13000.0,No
Female,36,Divorced,GCSE/O Level,British,White,Midlands & East Anglia,13000.0,No
Male,43,Divorced,GCSE/CSE,English,White,Midlands & East Anglia,18200.0,No
Male,29,Single,ONC/BTEC,English,White,Midlands & East Anglia,13000.0,No
Female,34,Separated,GCSE/O Level,English,White,Midlands & East Anglia,7800.0,Yes
Female,81,Married,No Qualification,Refused,Chinese,Midlands & East Anglia,0.0,No
Female,30,Single,GCSE/O Level,British,White,Midlands & East Anglia,13000.0,Yes
Male,25,Single,Degree,English,White,Midlands & East Anglia,24700.0,Yes
Male,59,Divorced,No Qualification,English,White,Midlands & East Anglia,13000.0,Yes
Female,44,Widowed,No Qualification,British,Asian,Midlands & East Anglia,3900.0,No
Male,64,Married,GCSE/O Level,Refused,Chinese,Midlands & East Anglia,0.0,No
Female,35,Married,A Levels,Refused,Chinese,Midlands & East Anglia,0.0,No
Male,40,Single,GCSE/O Level,English,White,Midlands & East Anglia,18200.0,No
Female,65,Single,A Levels,Other,Black,Midlands & East Anglia,13000.0,No
Female,17,Single,GCSE/O Level,British,Asian,Midlands & East Anglia,0.0,No
Male,72,Married,No Qualification,Other,Black,Midlands & East Anglia,18200.0,No
Female,29,Married,Degree,British,Black,Midlands & East Anglia,1300.0,No
Male,39,Married,No Qualification,British,Asian,Midlands & East Anglia,32500.0,No
Male,70,Widowed,No Qualification,British,White,Midlands & East Anglia,7800.0,No
Male,73,Married,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Male,46,Single,GCSE/O Level,British,White,Midlands & East Anglia,24700.0,No
Male,59,Married,ONC/BTEC,English,White,Midlands & East Anglia,7800.0,No
Female,77,Widowed,No Qualification,British,White,Midlands & East Anglia,3900.0,No
Female,42,Married,GCSE/O Level,British,White,Midlands & East Anglia,13000.0,Yes
Male,41,Married,GCSE/O Level,British,White,Midlands & East Anglia,24700.0,No
Male,49,Married,A Levels,British,White,Midlands & East Anglia,18200.0,Yes
Male,67,Single,Degree,English,White,Midlands & East Anglia,13000.0,No
Female,65,Single,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Male,40,Single,No Qualification,English,White,Midlands & East Anglia,18200.0,No
Male,49,Separated,GCSE/O Level,English,White,Midlands & East Anglia,32500.0,No
Male,34,Single,GCSE/CSE,English,White,Midlands & East Anglia,18200.0,No
Female,64,Married,No Qualification,English,White,Midlands & East Anglia,1300.0,No
Female,44,Widowed,Degree,Other,White,Midlands & East Anglia,13000.0,No
Female,72,Widowed,No Qualification,English,White,Midlands & East Anglia,3900.0,No
Male,32,Married,A Levels,English,White,Midlands & East Anglia,24700.0,Yes
Female,53,Married,No Qualification,British,White,Midlands & East Anglia,0.0,No
Female,50,Married,A Levels,British,White,Midlands & East Anglia,18200.0,No
Female,63,Divorced,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Female,57,Married,Degree,English,White,Midlands & East Anglia,7800.0,No
Male,40,Married,Degree,English,White,Midlands & East Anglia,0.0,No
Female,88,Divorced,Other/Sub Degree,English,White,Midlands & East Anglia,13000.0,No
Male,57,Married,Degree,British,White,Midlands & East Anglia,18200.0,No
Female,54,Married,Degree,British,White,Midlands & East Anglia,18200.0,No
Female,58,Widowed,No Qualification,English,White,Midlands & East Anglia,24700.0,No
Female,77,Divorced,Higher/Sub Degree,British,White,Midlands & East Anglia,7800.0,No
Female,45,Divorced,GCSE/CSE,Other,White,Midlands & East Anglia,13000.0,No
Female,31,Single,GCSE/O Level,British,White,Midlands & East Anglia,1300.0,No
Male,31,Married,ONC/BTEC,English,White,Midlands & East Anglia,24700.0,No
Male,80,Widowed,Degree,British,White,Midlands & East Anglia,32500.0,No
Male,67,Widowed,Degree,English,White,Midlands & East Anglia,24700.0,Yes
Male,40,Single,GCSE/O Level,English,White,Midlands & East Anglia,0.0,Yes
Female,70,Widowed,No Qualification,English,White,Midlands & East Anglia,0.0,No
Female,28,Single,GCSE/CSE,English,White,Midlands & East Anglia,1300.0,Yes
Male,30,Married,GCSE/CSE,Other,White,Midlands & East Anglia,18200.0,No
Female,70,Divorced,Other/Sub Degree,English,White,Midlands & East Anglia,0.0,No
Male,57,Married,Degree,British,White,Midlands & East Anglia,18200.0,No
Female,76,Widowed,GCSE/O Level,English,White,Midlands & East Anglia,13000.0,No
Female,89,Widowed,No Qualification,English,White,Midlands & East Anglia,3900.0,No
Male,81,Married,No Qualification,British,White,Midlands & East Anglia,3900.0,No
Female,30,Single,ONC/BTEC,British,White,Midlands & East Anglia,18200.0,No
Female,39,Single,Higher/Sub Degree,British,White,Midlands & East Anglia,7800.0,No
Female,73,Married,No Qualification,English,White,Midlands & East Anglia,1300.0,Yes
Female,39,Married,A Levels,Other,White,Midlands & East Anglia,0.0,No
Female,76,Widowed,No Qualification,English,White,Midlands & East Anglia,3900.0,No
Male,62,Single,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Female,66,Married,A Levels,English,White,Midlands & East Anglia,3900.0,No
Female,53,Separated,Degree,British,White,Midlands & East Anglia,32500.0,No
Male,60,Married,Degree,British,White,Midlands & East Anglia,13000.0,No
Female,36,Married,GCSE/O Level,British,White,Midlands & East Anglia,3900.0,No
Female,40,Single,GCSE/CSE,British,White,Midlands & East Anglia,13000.0,No
Female,57,Separated,No Qualification,English,White,Midlands & East Anglia,32500.0,Yes
Male,16,Single,No Qualification,English,White,Midlands & East Anglia,1300.0,Yes
Female,25,Single,GCSE/O Level,English,White,Midlands & East Anglia,18200.0,No
Male,58,Single,No Qualification,English,White,Midlands & East Anglia,18200.0,No
Female,49,Divorced,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Female,48,Single,Degree,English,White,Midlands & East Anglia,18200.0,No
Female,76,Widowed,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Male,88,Widowed,No Qualification,English,White,Midlands & East Anglia,7800.0,No
Male,35,Married,A Levels,British,Chinese,Midlands & East Anglia,13000.0,No
Male,43,Married,Degree,British,Black,Midlands & East Anglia,24700.0,No
Female,69,Widowed,No Qualification,English,White,Midlands & East Anglia,3900.0,No
Female,64,Widowed,No Qualification,English,White,Midlands & East Anglia,7800.0,Yes
Female,40,Divorced,GCSE/O Level,English,White,Midlands & East Anglia,13000.0,Yes
Male,78,Married,Degree,British,White,Midlands & East Anglia,0.0,No
Male,58,Married,Degree,British,White,Midlands & East Anglia,18200.0,No
Female,34,Married,Degree,British,White,Midlands & East Anglia,1300.0,Yes
Female,46,Married,Degree,British,Mixed,Midlands & East Anglia,24700.0,No
Female,65,Married,No Qualification,English,White,Midlands & East Anglia,24700.0,No
Female,34,Single,GCSE/O Level,British,White,Midlands & East Anglia,13000.0,Yes
Female,40,Separated,GCSE/CSE,British,Asian,Midlands & East Anglia,7800.0,No
Male,79,Married,No Qualification,English,White,Midlands & East Anglia,0.0,No
Male,36,Married,No Qualification,British,Asian,Midlands & East Anglia,13000.0,No
Female,39,Married,No Qualification,Other,White,Midlands & East Anglia,3900.0,No
Male,24,Married,GCSE/CSE,English,White,Midlands & East Anglia,18200.0,No
Female,28,Single,Other/Sub Degree,English,White,Midlands & East Anglia,3900.0,Yes
Female,26,Single,A Levels,English,Asian,Midlands & East Anglia,3900.0,No
Female,45,Widowed,GCSE/CSE,English,White,Midlands & East Anglia,1300.0,No
Female,24,Single,GCSE/O Level,English,White,Midlands & East Anglia,7800.0,Yes
Male,77,Divorced,No Qualification,English,White,Midlands & East Anglia,3900.0,No
Female,78,Married,Higher/Sub Degree,Welsh,White,Midlands & East Anglia,13000.0,No
Male,25,Single,Degree,Scottish,White,Midlands & East Anglia,0.0,No
Male,36,Married,GCSE/CSE,British,White,Midlands & East Anglia,18200.0,No
Male,17,Single,GCSE/O Level,English,White,Midlands & East Anglia,0.0,No
Male,55,Married,GCSE/O Level,British,White,Midlands & East Anglia,32500.0,No
Female,70,Married,Other/Sub Degree,English,White,Midlands & East Anglia,7800.0,No
Female,43,Single,GCSE/O Level,English,White,Midlands & East Anglia,24700.0,Yes
Female,59,Divorced,No Qualification,British,White,Midlands & East Anglia,13000.0,No
Female,32,Married,Other/Sub Degree,British,White,Midlands & East Anglia,1300.0,No
Female,34,Married,Degree,British,White,Midlands & East Anglia,1300.0,No
Male,58,Single,Degree,British,White,Midlands & East Anglia,32500.0,No
Male,44,Married,GCSE/O Level,British,White,Midlands & East Anglia,18200.0,No
Male,64,Married,No Qualification,British,White,Midlands & East Anglia,0.0,Yes
Female,34,Married,GCSE/CSE,English,White,Midlands & East Anglia,7800.0,No
Male,32,Single,GCSE/CSE,English,White,Midlands & East Anglia,0.0,No
Male,38,Married,Degree,British,White,Midlands & East Anglia,18200.0,No
